Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003546,Male,Yes,1,Graduate,No,5334,994.48,24.0,360.0,1.0,Semiurban,Y
LP003547,Female,No,0,Graduate,No,2506,1438.25,89.0,360.0,,Urban,Y
LP003548,Male,Yes,3+,Graduate,Yes,9302,0.0,285.0,360.0,1.0,Semiurban,Y
LP003549,Male,Yes,0,Graduate,No,3500,2637.8,176.0,360.0,1.0,Semiurban,Y
LP003550,Female,Yes,0,Graduate,No,3883,2075.9,159.0,360.0,1.0,Semiurban,Y
LP003551,Male,Yes,2,Not Graduate,No,3654,239.95,111.0,360.0,1.0,Semiurban,Y
LP003552,Female,Yes,1,Graduate,Yes,20005,0.0,649.0,360.0,1.0,Semiurban,Y
LP003553,Male,Yes,0,Graduate,No,5947,1897.49,183.0,360.0,1.0,Rural,Y
LP003554,Male,No,0,Not Graduate,Yes,5445,0.0,132.0,360.0,1.0,Semiurban,Y
LP003555,Male,Yes,2,Graduate,No,9433,0.0,264.0,360.0,0.0,Urban,N
LP003556,Male,Yes,0,Not Graduate,No,4731,0.0,117.0,360.0,,Rural,Y
LP003557,Male,No,0,Graduate,No,3290,0.0,60.0,360.0,1.0,Urban,Y
LP003558,Male,Yes,3+,Graduate,No,3222,2713.67,120.0,360.0,0.0,Rural,N
LP003559,Female,No,0,Graduate,No,2482,0.0,9.0,360.0,1.0,Urban,N
LP003560,Male,Yes,0,Graduate,No,3214,2194.62,103.0,360.0,0.0,Urban,N
LP003561,Male,Yes,1,Graduate,No,3021,1748.14,178.0,360.0,1.0,Urban,Y
LP003562,Male,Yes,,Graduate,No,5088,1251.29,159.0,360.0,0.0,Urban,N
LP003563,Male,Yes,2,Graduate,No,17015,0.0,274.0,360.0,1.0,Urban,Y
LP003564,Male,Yes,2,Not Graduate,No,5684,1684.37,194.0,480.0,1.0,Semiurban,N
LP003565,Male,Yes,3+,Graduate,No,6503,0.0,146.0,360.0,1.0,Semiurban,N
LP003566,Male,Yes,2,Graduate,No,2791,454.5,104.0,84.0,1.0,Urban,Y
LP003567,,Yes,0,Graduate,No,3417,2548.52,137.0,360.0,0.0,Semiurban,N
LP003568,Male,No,0,Graduate,No,3551,3014.96,93.0,360.0,1.0,Urban,Y
LP003569,Male,Yes,1,Graduate,No,1746,2174.71,111.0,360.0,1.0,Rural,Y
LP003570,Male,No,0,Graduate,,3275,3135.81,161.0,360.0,1.0,Urban,Y
LP003571,Male,Yes,2,Graduate,No,5279,0.0,206.0,360.0,1.0,Semiurban,Y
LP003572,Male,No,0,Graduate,No,1666,40470.69,97.0,360.0,1.0,Urban,N
LP003573,Female,Yes,0,Graduate,No,3092,0.0,30.0,360.0,1.0,Semiurban,Y
LP003574,Male,Yes,1,Graduate,No,1719,0.0,51.0,360.0,,Rural,N
LP003575,Male,Yes,1,Graduate,No,2946,2201.66,149.0,360.0,0.0,Rural,N
LP003576,Male,Yes,1,Graduate,No,4967,2682.52,172.0,84.0,1.0,Rural,N
LP003577,Male,Yes,0,Graduate,No,2081,1320.71,105.0,360.0,1.0,Urban,Y
LP003578,Female,No,0,Not Graduate,No,2020,0.0,67.0,360.0,1.0,Semiurban,Y
LP003579,,No,0,Graduate,No,4839,0.0,99.0,360.0,1.0,Semiurban,Y
LP003580,Male,Yes,2,Graduate,Yes,3077,0.0,114.0,360.0,0.0,Semiurban,N
LP003581,Male,Yes,0,Graduate,No,2707,3193.77,58.0,180.0,1.0,Semiurban,Y
LP003582,Male,Yes,2,Graduate,Yes,6120,0.0,201.0,240.0,1.0,Semiurban,N
LP003583,,No,3+,Graduate,Yes,10720,0.0,243.0,360.0,1.0,Semiurban,Y
LP003584,Male,Yes,0,Graduate,No,3349,3009.76,151.0,180.0,1.0,Rural,Y
LP003585,Male,Yes,0,Graduate,Yes,14468,0.0,285.0,360.0,1.0,Urban,Y
LP003586,Male,No,0,Not Graduate,No,3703,0.0,116.0,360.0,1.0,Rural,Y
LP003587,Male,Yes,2,Not Graduate,Yes,6117,1088.68,174.0,360.0,1.0,Rural,N
LP003588,Male,No,,Graduate,No,3181,0.0,93.0,360.0,0.0,Semiurban,N
LP003589,Male,Yes,0,Graduate,Yes,10156,0.0,192.0,360.0,1.0,Rural,Y
LP003590,Male,Yes,2,Graduate,No,4959,0.0,216.0,360.0,1.0,Urban,Y
LP003591,Female,No,3+,Graduate,,433,31250.25,325.0,180.0,,Urban,N
LP003592,Male,Yes,0,Not Graduate,,2760,2407.26,152.0,360.0,1.0,Rural,Y
LP003593,Male,Yes,3+,Graduate,No,6284,0.0,136.0,360.0,1.0,Urban,Y
LP003594,Male,No,0,Graduate,No,3491,3333.37,173.0,360.0,1.0,Rural,Y
LP003595,Female,Yes,1,Graduate,No,11389,0.0,452.0,360.0,1.0,Semiurban,Y
LP003596,Male,Yes,0,Not Graduate,No,2504,4303.48,,180.0,1.0,Urban,N
LP003597,Male,Yes,1,Graduate,No,3608,2488.89,181.0,360.0,1.0,Semiurban,Y
LP003598,Male,Yes,2,Not Graduate,No,4130,1593.1,158.0,360.0,1.0,Rural,Y
LP003599,Male,Yes,0,Graduate,No,2796,2030.14,110.0,360.0,1.0,Rural,Y
LP003600,Female,No,0,Graduate,No,3025,0.0,70.0,360.0,1.0,Rural,Y
LP003601,Male,Yes,3+,Graduate,No,3766,0.0,45.0,180.0,1.0,Rural,Y
LP003602,Male,Yes,1,Graduate,No,8224,252.57,235.0,360.0,1.0,Urban,Y
LP003603,Male,Yes,2,Graduate,No,6719,0.0,178.0,360.0,1.0,Urban,Y
LP003604,Female,No,0,Graduate,Yes,4747,0.0,133.0,360.0,0.0,Semiurban,N
